name,api
Mapzen Android Core,"['Next', 'Height', 'parse', 'Context', 'rotation', 'recycle', 'Code', 'Looper', 'Empty', 'remove', 'Activity', 'String', 'Inflate', 'Degrees', 'Listener', 'is', '<init>', 'Resources', 'Package', 'concat', 'Rotation', 'Application', 'post', 'Longitude', 'Activated', 'Visibility', 'Set', 'System', 'hash', 'obtain', 'Simple', 'value', 'synchronized', 'set', 'On', 'All', 'as', 'size', 'Latitude', 'to', 'has', 'Class', 'Data', 'Display', 'on', 'Integer', 'Destroy', 'List', 'Status', 'alpha', 'Of', 'Width', 'add', 'Finish', 'Main', 'iterator', 'append', 'Identifier', 'next', 'Hex', 'Delay', 'Attributes', 'get', 'Service', 'equals', 'Language', 'inflate', 'animate', 'Assertion', 'contains', 'Click', 'Start', 'desired', 'Styled', 'start', 'Alpha', 'Name', 'Default', 'put', 'key', 'Delayed', 'Duration']"
AdvancedRecyclerView Library,"['round', 'Left', 'Spec', 'Height', 'Position', 'Translation', 'register', 'recycle', 'Visibility', 'Drawable', 'Styled', 'notify', 'Params', 'Child', 'Parent', 'Set', 'Offsets', 'Event', 'Intercept', 'obtain', 'Width', 'add', 'value', 'Vertically', 'Bottom', 'Observer', 'Measured', 'clear', 'Of', 'X', 'height', 'For', 'Mode', 'set', 'remove', 'make', 'Manager', 'View', 'At', 'measure', 'width', 'Orientation', 'size', 'Padding', 'Attributes', 'Layout', 'get', 'Changed', 'Scroll', 'Right', 'delete', 'draw', 'equals', 'Touch', 'unregister', '<init>', 'Size', 'Adapter', 'can', 'invalidate', 'Item', 'Span', 'put', 'Lookup', 'Y', 'key', 'Count', 'Intrinsic', 'Bounds', 'Measure', 'Data', 'Over', 'on', 'Int', 'Top']"
Chuck No Op,"['value', 'Of', '<init>']"
Google Cloud Print,"['Next', 'Constructor', 'close', 'hash', 'Code', 'add', 'Instance', 'Millis', 'format', 'Empty', 'append', 'String', 'next', 'get', 'is', 'equals', '<init>', 'to', 'has', 'Class', 'new']"
Android Typeface Helper Library,"['Title', 'find', 'Child', 'Paint', 'Simple', 'By', 'Upper', 'length', 'set', 'Id', 'At', 'String', 'Style', 'get', 'Name', 'Flags', 'equals', '<init>', 'to', 'Typeface', 'Span', 'put', 'Case', 'Count', 'View']"
RecyclerView MultiSelect,"['Next', 'State', 'Position', 'List', 'Context', 'Value', 'Activated', 'Drawable', 'value', 'Of', 'add', 'Array', 'Boolean', 'Attribute', 'clear', 'set', 'To', 'remove', 'jump', 'iterator', 'At', 'next', 'int', 'size', 'Background', 'get', 'resolve', 'Flags', 'is', '<init>', 'has', 'offset', 'put', 'key', 'Animator', 'Integer', 'load', 'Current', 'Theme']"
Materialish Progress,"['round', 'State', 'apply', 'Save', 'Parcel', 'Draw', 'Alias', 'read', 'Visibility', 'Anti', 'Styled', 'recycle', 'Stroke', 'Content', 'obtain', 'Simple', 'Width', 'Metrics', 'Boolean', 'Instance', 'Millis', 'Arc', 'Mode', 'To', 'Float', 'set', 'Restore', 'Resolver', 'Dimension', 'Color', 'Style', 'Changed', 'Attributes', 'min', 'get', 'Name', 'cos', 'pow', 'draw', '<init>', 'Size', 'Resources', 'uptime', 'Measure', 'Display', 'on', 'Byte', 'Int', 'write']"
Material Dialogs Commons,"['Accessible', 'Next', 'red', 'parse', 'Change', 'Parcel', 'Context', 'External', 'Draw', 'Alias', 'Anti', 'Circle', 'read', 'recycle', 'Attribute', 'Boolean', 'Mime', 'format', 'height', 'last', 'remove', 'Activity', 'Manager', 'from', 'Restore', 'String', 'Index', 'Input', 'Layout', 'Resource', 'Listener', 'is', '<init>', 'Resources', 'dismiss', 'commit', 'Transaction', 'Selection', 'Trace', 'print', 'Count', 'compare', 'rgb', 'Lower', 'Extension', 'Showing', 'File', 'Namespace', 'starts', 'apply', 'Support', 'Tag', 'Bundle', 'Value', 'Gravity', 'Visibility', 'Set', 'Parent', 'substring', 'value', 'Preference', 'obtain', 'Array', 'Entries', 'Soft', 'length', 'set', 'Stack', 'On', 'Method', 'From', 'Enabled', 'int', 'Bar', 'size', 'Type', 'split', 'draw', 'ends', 'to', 'has', 'Class', 'Fragment', 'begin', 'Key', 'blue', 'Display', 'View', 'round', 'on', 'Int', 'Data', 'Files', 'Destroy', 'Theme', 'Spec', 'color', 'notify', 'Drawable', 'Paint', 'alpha', 'Pixel', 'Of', 'add', 'By', 'clear', 'make', 'Id', 'append', 'Storage', 'Directory', 'iterator', 'next', 'Filters', 'check', 'Attributes', 'Background', 'get', 'Absolute', 'equals', 'Size', 'Text', 'Adapter', 'inflate', 'list', 'Case', 'Selector', 'contains', 'Measure', 'URI', 'Click', 'write', 'Field', 'State', 'Save', 'Singleton', 'sort', 'Title', 'find', 'Declared', 'Self', 'Styled', 'Params', 'Hint', 'green', 'Filter', 'Metrics', 'Path', 'Instance', 'Permission', 'Mode', 'To', 'Dimension', 'Color', 'Direction', 'With', 'Progress', 'Changed', 'Padding', 'Window', 'Name', 'argb', 'Attach', 'invoke', 'Dismiss', 'put', 'Serializable', 'mkdir', 'show', 'Image', 'HSV', 'Seek']"
Adnets Amazon,"['parse', 'Boolean', 'length', '<init>']"
Adnets Leadbolt,"['Boolean', 'parse', '<init>', 'append', 'to', 'String']"
Forger,"['Field', 'Accessible', 'Next', 'Constructor', 'Value', 'Declared', 'Superclass', 'Set', 'close', 'Null', 'Simple', 'value', 'Of', 'add', 'query', 'Instance', 'Annotation', 'Fields', 'format', 'insert', 'set', 'remove', 'To', 'Primitive', 'Method', 'iterator', 'append', 'All', 'String', 'next', 'int', 'for', 'size', 'Type', 'get', 'Name', 'long', 'disjoint', 'Closed', 'equals', 'is', '<init>', 'to', 'invoke', 'First', 'has', 'Class', 'new', 'put', 'move', 'key', 'contains', 'Key']"
Adnets Google Ads,"['next', 'Next', 'Boolean', 'parse', '<init>', 'iterator', 'append', 'to', 'String', 'has']"
Driven GDrive,"['Next', 'parse', 'List', 'i', 'e', 'start', 'Extra', 'add', 'Boolean', 'Create', 'For', 'Activity', 'iterator', 'append', 'as', 'String', 'next', 'size', 'get', 'Result', 'equals', '<init>', 'Message', 'to', 'has', 'Extras', 'Ignore', 'put', 'Case', 'on', 'Int']"
Driven Ext Drive,"['parse', 'Singleton', 'List', 'i', 'e', 'start', 'Parent', 'Extra', 'Path', 'add', 'Boolean', 'Mime', 'exists', 'Create', 'For', 'To', 'Activity', 'append', 'as', 'Directory', 'From', 'String', 'Extension', 'delete', 'Type', 'get', 'Name', 'Result', 'Absolute', 'is', 'equals', '<init>', 'to', 'Ignore', 'list', 'Case', 'put', 'rename', 'Files', 'on', 'File']"
Tapstream,"['next', 'Next', 'Boolean', 'Application', 'parse', 'Context', 'get', '<init>', 'append', 'to', 'String', 'has']"
Mixpanel,"['next', 'value', 'Of', 'Next', 'Boolean', 'double', 'parse', 'Value', 'boolean', '<init>', 'append', 'to', 'String', 'has']"
Amplitude,"['value', 'Of', 'int', 'Boolean', 'double', 'parse', 'Value', '<init>', 'append', 'to', 'String']"
Quantcast,"['Boolean', 'parse', '<init>', 'append', 'to', 'String']"
Flurry,"['Next', 'parse', 'Value', 'substring', 'value', 'Of', 'Boolean', 'length', 'append', 'String', 'next', 'int', 'equals', '<init>', 'to', 'has', 'Ignore', 'put', 'Case', 'boolean']"
Bugsnag,"['next', 'Class', 'Next', 'value', 'Of', 'Boolean', 'parse', 'get', 'Name', 'boolean', 'Value', '<init>', 'has', 'Local']"
Google Analytics,"['value', 'Exception', 'Of', 'Boolean', 'int', 'double', 'Default', 'parse', 'get', 'Empty', 'set', 'Uncaught', 'Value', 'boolean', 'is', '<init>', 'Handler']"
Android IOC,"['Next', 'Parameter', 'Accessible', 'Proxy', 'parse', 'Context', 'w', 'Char', 'Arguments', 'Loader', 'Owner', 'close', 'Code', 'Empty', 'remove', 'Primitive', 'String', 'Loggable', 'Resource', 'is', '<init>', 'new', 'arraycopy', 'd', 'Methods', 'Value', 'Thread', 'Assignable', 'Present', 'Set', 'Parent', 'hash', 'substring', 'value', 'Simple', 'Constructors', 'Array', 'open', 'length', 'values', 'set', 'All', 'Raw', 'From', 'for', 'size', 'Type', 'to', 'Stream', 'has', 'Class', 'Key', 'Bounds', 'View', 'SAX', 'notify', 'replace', 'Of', 'add', 'Annotation', 'clear', 'current', 'Generic', 'As', 'iterator', 'append', 'Id', 'next', 'get', 'equals', 'Ignore', 'wait', 'Case', 'contains', 'Field', 'entry', 'Actual', 'i', 'Types', 'Declared', 'e', 'Superclass', 'Instance', 'Upper', 'Assets', 'Name', 'invoke', 'Parser', 'put', 'key', 'Interfaces', 'trim']"
Shimmer Android,"['Animation', 'Start', 'Context', 'post', 'Draw', 'recycle', 'e', 'Styled', 'start', 'obtain', 'Width', 'add', 'Float', 'set', 'On', 'Matrix', 'Color', 'cancel', 'Delay', 'Changed', 'Attributes', 'get', 'Listener', 'is', 'Shader', '<init>', 'Running', 'Size', 'Text', 'Translate', 'invalidate', 'Local', 'Invalidate', 'run', 'of', 'Count', 'on', 'Repeat', 'Duration']"
AB Test,"['Next', 'Preferences', 'Read', 'random', 'write', 'flush', 'close', 'hash', 'value', 'Code', 'Of', 'exists', 'Stack', 'Line', 'append', 'String', 'next', 'edit', 'create', 'Bytes', 'get', 'Write', '<init>', 'Shared', 'to', 'can', 'Dir', 'has', 'UUID', 'New', 'commit', 'mkdir', 'put', 'Trace', 'print', 'contains', 'Files', 'File']"
Localytics,"['Intent', 'Next', 'parse', 'update', 'Context', 'w', 'read', 'flush', 'close', 'Event', 'Null', 'Code', 'Realtime', 'For', 'format', 'Looper', 'Empty', 'remove', 'Projection', 'Manager', 'Activity', 'Connecting', 'Country', 'String', 'Index', 'disconnect', 'Throw', 'Streaming', 'is', '<init>', 'Header', 'Package', 'Or', 'Transaction', 'finish', 'ordinal', 'Count', 'Lower', 'handle', 'Last', 'starts', 'Application', 'random', 'Longitude', 'send', 'Value', 'Set', 'System', 'Content', 'substring', 'Simple', 'value', 'obtain', 'Array', 'open', 'exists', 'length', 'set', 'values', 'Method', 'SQL', 'Line', 'Connected', 'All', 'Resolver', 'execute', 'for', 'size', 'Latitude', 'Type', 'Tables', 'Property', 'unmodifiable', 'end', 'Long', 'Open', 'Output', 'Latest', 'to', 'Stream', 'Column', 'Launch', 'Class', 'has', 'Extras', 'run', 'Device', 'move', 'Map', 'Search', 'begin', 'Key', 'Files', 'on', 'round', 'Int', 'Dir', 'Do', 'binary', 'Entity', 'Action', 'Position', 'Read', 'Status', 'notify', 'Double', 'Successful', 'Of', 'Extra', 'add', 'clear', 'current', 'Millis', 'Id', 'append', 'iterator', 'Directory', 'Info', 'next', 'elapsed', 'check', 'delete', 'Request', 'get', 'Iso', 'Service', 'equals', 'Language', 'Message', 'First', 'Fixed', 'UUID', 'Length', 'list', 'Case', 'exec', 'contains', 'digest', 'boolean', 'Label', 'write', 'Field', 'entry', 'Connection', 'Only', 'Time', 'start', 'Network', 'query', 'Broadcast', 'Response', 'Instance', 'Permission', 'insert', 'To', 'Mode', 'Sim', 'Operator', 'copy', 'With', 'Bytes', 'Name', 'long', 'invoke', 'Default', 'put', 'Byte']"
Floatingmenu,"['Margins', 'Next', 'abs', 'State', 'List', 'Top', 'recycle', 'Decor', 'Styled', 'Child', 'Pixel', 'obtain', 'Metrics', 'value', 'Of', 'add', 'clear', 'set', 'remove', 'On', 'from', 'Id', 'iterator', 'At', 'next', 'Dimension', 'Attributes', 'Resource', 'get', 'Window', 'Scroll', 'Listener', '<init>', 'Size', 'Resources', 'has', 'inflate', 'Focusables', 'Interpolator', 'Count', 'Animator', 'Display', 'View', 'Integer', 'Int', 'load', 'Theme']"
Android Debug Drawer,"['abs', 'Intent', 'Preferences', 'Context', 'consume', 'flush', 'Summary', 'process', 'Bottom', 'format', 'remove', 'Manager', 'Hierarchy', 'Negative', 'Positive', 'String', 'Index', 'Disallow', 'Layout', 'Scroll', 'Listener', 'dismiss', 'Invalidate', 'new', 'Description', 'Selection', 'Trace', 'print', 'File', 'Visible', 'Tag', 'ready', 'value', 'values', 'On', 'Method', 'Bar', 'for', 'Target', 'split', 'App', 'draw', 'end', 'Drop', 'Insets', 'run', 'Bounds', 'Destroy', 'Tree', 'should', 'Animation', 'Spec', 'Position', 'max', 'Motion', 'Bitmap', 'Finish', 'make', 'Ui', 'iterator', 'Pointer', 'next', 'delete', 'Absolute', 'Size', 'inflate', 'Slop', 'contains', 'Intrinsic', 'Wake', 'Title', 'Values', 'Velocity', 'e', 'Focusable', 'Broadcast', 'Instance', 'Multi', 'Measured', 'Edge', 'Mode', 'measure', 'Dimension', 'Color', 'Url', 'Activities', 'Send', 'Right', 'settle', 'group', 'load', 'trim', 'Next', 'Height', 'register', 'recycle', 'Slide', 'Activity', 'Restore', 'smooth', 'Input', 'edit', 'User', 'Animated', 'Tracking', 'Flags', 'is', '<init>', 'Resources', 'Apply', 'd', 'commit', 'Transaction', 'finish', 'Current', 'Max', 'Source', 'Selected', 'Visibility', 'Child', 'Preference', 'Array', 'Entries', 'set', 'Stack', 'release', 'Line', 'Orientation', 'Enabled', 'int', 'Type', 'Output', 'Runtime', 'Fragment', 'begin', 'Key', 'on', 'Int', 'Theme', 'Status', 'replace', 'Configuration', 'Extra', 'add', 'By', 'Choice', 'sleep', 'Millis', 'clip', 'translate', 'At', 'check', 'Attributes', 'get', 'Text', 'Parcelable', 'Now', 'Inset', 'wait', 'Masked', 'Detached', 'write', 'Save', 'find', 'Declared', 'Params', 'destroy', 'query', 'Attached', 'Focused', 'Alpha', 'dispatch', 'Changed', 'Padding', 'min', 'Messages', 'Running', 'argb', 'Delegate', 'put', 'index', 'Drag', 'Settling', 'Splitting', 'restore', 'Receiver', 'Duration', 'Scaled', 'Object', 'Accessible', 'parse', 'matcher', 'Draw', 'read', 'close', 'Event', 'compile', 'Looper', 'Float', 'And', 'Transition', 'Initialize', 'Resource', 'Important', 'arraycopy', 'In', 'Zone', 'Focus', 'Top', 'apply', 'post', 'send', 'Value', 'Gravity', 'Parent', 'System', 'Content', 'substring', 'obtain', 'Up', 'length', 'Callback', 'Back', 'All', 'Update', 'as', 'format3339', 'size', 'create', 'Long', 'Class', 'Extras', 'Display', 'View', 'Actions', 'List', 'Constructor', 'Drawable', 'Pixel', 'continue', 'Stop', 'append', 'Listeners', 'Info', 'cancel', 'Request', 'Options', 'Service', 'Touch', 'Case', 'exec', 'Field', 'State', 'i', 'Fraction', 'Metrics', 'Create', 'Component', 'capture', 'Positions', 'Inflater', 'Bytes', 'Window', 'Name', 'save', 'unregister', 'invoke', 'Default', 'show', 'key', 'Min', 'Rect', 'Image', 'println', 'Change', 'Parcel', 'w', 'Accessibility', 'Populate', 'Intercept', 'Checked', 'Boolean', 'Observer', 'X', 'For', 'Empty', 'from', 'Screen', 'enable', 'Style', 'Inflate', 'Removed', 'Package', 'Error', 'Y', 'Count', 'Lower', 'Fits', 'Under', 'layout', 'Left', 'Application', 'Set', 'Navigation', 'Simple', 'cast', 'Down', 'From', 'Lock', 'Shared', 'to', 'Stream', 'has', 'Immediate', 'uptime', 'Item', 'exit', 'Added', 'Button', 'Clickable', 'Neutral', 'Action', 'Bind', 'Captured', 'join', 'Of', 'Width', 'request', 'acquire', 'clear', 'Main', 'Pre', 'Id', 'Node', 'Hex', 'Background', 'Result', 'equals', 'Message', 'Adapter', 'empty', 'Opacity', 'Tasks', 'boolean', 'Measure', 'Click', 'bind', 'Time', 'Lifecycle', 'Styled', 'start', 'Callbacks', 'Windows', 'To', 'Direction', 'Progress', 'Processes', 'offset', 'of', 'Views', 'Delayed', 'Seek']"
Fragment For Android,"['Title', 'increment', 'Menu', 'Drawable', 'instantiate', 'Navigation', 'Simple', 'add', 'Instance', 'Create', 'remove', 'To', 'Stack', 'set', 'On', 'And', 'Back', 'Get', 'append', 'String', 'size', 'get', 'Name', 'pop', 'Listener', '<init>', 'Attach', 'to', 'Class', 'Subtitle', 'Now', 'hide', 'Item', 'new', 'commit', 'Transaction', 'put', 'show', 'Trace', 'print', 'begin', 'on', 'Click', 'Icon']"
PatternLock Library,"['abs', 'Next', 'Parcel', 'Context', 'Accessibility', 'Populate', 'Alias', 'read', 'Anti', 'recycle', 'Circle', 'Zeros', 'Stroke', 'Event', 'Realtime', 'X', 'For', 'Empty', 'Float', 'Restore', 'String', 'Style', 'Animated', 'Hover', 'Listener', 'announce', 'is', '<init>', 'Package', 'Wired', 'A2dp', 'new', 'Historical', 'In', 'Description', 'Y', 'line', 'Join', 'Exploration', 'Source', 'send', 'Value', 'Parent', 'System', 'Content', 'obtain', 'value', 'set', 'On', 'All', 'Update', 'Resolver', 'Enabled', 'Bluetooth', 'size', 'draw', 'to', 'History', 'has', 'Class', 'run', 'Clickable', 'float', 'move', 'Trailing', 'Key', 'Bounds', 'on', 'Integer', 'Int', 'round', 'Action', 'sqrt', 'max', 'Pixel', 'Of', 'Width', 'add', 'clear', 'rewind', 'iterator', 'append', 'next', 'elapsed', 'Cap', 'cancel', 'Delay', 'union', 'Attributes', 'get', 'Service', 'equals', 'Touch', 'Text', 'Size', 'Interpolator', 'contains', 'digest', 'boolean', 'Click', 'encode', 'write', 'State', 'number', 'Save', 'Start', 'Headset', 'Styled', 'start', 'Focusable', 'Path', 'Instance', 'Create', 'decode', 'Mode', 'To', 'Alpha', 'dispatch', 'Dimension', 'Color', 'min', 'Name', 'Delegate', 'Dither', 'put', 'of', 'Duration']"
NumberProgressBar Library,"['State', 'Save', 'ascent', 'max', 'recycle', 'Styled', 'obtain', 'value', 'Of', 'Metrics', 'Boolean', 'Instance', 'format', 'Mode', 'set', 'Float', 'descent', 'Restore', 'append', 'String', 'measure', 'Dimension', 'Color', 'Attributes', 'min', 'get', 'draw', '<init>', 'Text', 'Size', 'to', 'Parcelable', 'put', 'rgb', 'Rect', 'Display', 'on', 'Int', 'Theme']"
ActionBar PullToRefresh Library,"['Scaled', 'Next', 'abs', 'Height', 'update', 'Context', 'Token', 'w', 'Loader', 'recycle', 'Event', 'Attribute', 'Shape', 'X', 'Shown', 'Empty', 'remove', 'Manager', 'from', 'Screen', 'String', 'Layout', 'Resource', 'Scroll', 'is', '<init>', 'Resources', 'Package', 'Fast', 'new', 'Interpolation', 'Y', 'Count', 'Top', 'Rule', 'post', 'Visible', 'Tag', 'Value', 'Visibility', 'Set', 'Child', 'Always', 'obtain', 'set', 'On', 'Raw', 'From', 'Enabled', 'Bar', 'to', 'has', 'Class', 'Immediate', 'Key', 'Display', 'View', 'round', 'Integer', 'Int', 'on', 'Theme', 'Appearance', 'Animation', 'Action', 'Position', 'Constructor', 'Decor', 'Drawable', 'Paint', 'Pixel', 'Configuration', 'Of', 'Width', 'add', 'request', 'By', 'clear', 'iterator', 'Id', 'append', 'At', 'next', 'Delay', 'Attributes', 'Background', 'get', 'resolve', 'Touch', 'Size', 'Text', 'First', 'inflate', 'Opacity', 'Slop', 'Detached', 'contains', 'Frame', 'entry', 'i', 'find', 'Location', 'Styled', 'Params', 'Callbacks', 'Instance', 'Themed', 'Scrollbar', 'Dimension', 'Color', 'Vertical', 'Changed', 'Padding', 'Window', 'Name', 'Right', 'put', 'index', 'key', 'Delayed', 'load']"
Bugtags Android Library Core,"['abs', 'Preferences', 'update', 'Address', 'Alias', 'flush', 'Release', 'Realtime', 'Bottom', 'format', 'remove', 'Manager', 'Negative', 'Connecting', 'Positive', 'String', 'Curr', 'Disallow', 'Layout', 'Scroll', 'Listener', 'Hit', 'Updates', 'dismiss', 'new', 'Scale', 'Drawing', 'Trace', 'print', 'stop', 'keys', 'File', 'starts', 'Support', 'Tag', 'Thread', 'uncaught', 'value', 'On', 'Raw', 'execute', 'split', 'draw', 'ends', 'poll', 'Bounds', 'Data', 'Active', 'Spec', 'Animation', 'max', 'Client', 'Double', 'Zoom', 'Bitmap', 'make', 'Ui', 'iterator', 'Ellipsize', 'next', 'delete', 'Absolute', 'Size', 'inflate', 'Use', 'device', 'contains', 'Intrinsic', 'Title', 'Velocity', 'Instance', 'Measured', 'Upper', 'Mode', 'Cookie', 'measure', 'mkdirs', 'Dimension', 'Settings', 'Color', 'Url', 'Right', 'opt', 'Session', 'Loading', 'load', 'trim', 'Na', 'Next', 'Loss', 'Height', 'Outside', 'Pool', 'compute', 'External', 'register', 'recycle', 'Cache', 'Activity', 'Chrome', 'Restore', 'Input', 'edit', 'Flags', 'is', 'clone', '<init>', 'Resources', 'commit', 'Transaction', 'Rule', 'Cancel', 'Selected', 'offer', 'Visibility', 'Child', 'Port', 'Cached', 'Array', 'exists', 'set', 'Stack', 'Line', 'Entry', 'Connected', 'Enabled', 'int', 'Latitude', 'Type', 'Runtime', 'Fragment', 'begin', 'Key', 'on', 'Int', 'Offset', 'go', 'fling', 'replace', 'Configuration', 'Extra', 'By', 'add', 'Millis', 'translate', 'At', 'Identifier', 'Handler', 'Web', 'Built', 'Command', 'Plugin', 'Attributes', 'get', 'exp', 'Text', 'Parcelable', 'list', 'Detached', 'write', 'Single', 'Save', 'Absorb', 'find', 'Params', 'Network', 'destroy', 'Attached', 'dispatch', 'With', 'Changed', 'Padding', 'Messages', 'Finished', 'put', 'index', 'Sensor', 'restore', 'Receiver', 'Duration', 'parse', 'Draw', 'read', 'Anti', 'close', 'Real', 'Event', 'And', 'Resource', 'printf', 'In', 'Focus', 'Top', 'Rotation', 'post', 'Longitude', 'Corner', 'Value', 'Gravity', 'Parent', 'System', 'Content', 'obtain', 'substring', 'Soft', 'length', 'force', 'Back', 'char', 'All', 'size', 'create', 'Go', 'Long', 'Class', 'Extras', 'Device', 'Display', 'View', 'round', 'Dir', 'Canceled', 'Available', 'Decor', 'Drawable', 'Pixel', 'current', 'Script', 'my', 'Storage', 'append', 'Directory', 'Info', 'Pressed', 'cancel', 'Service', 'Touch', 'First', 'UUID', 'Case', 'Allowing', 'exec', 'URI', 'entry', 'State', 'Memory', 'Start', 'i', 'Blocks', 'Metrics', 'Create', 'build', 'Bytes', 'Window', 'Name', 'save', 'unregister', 'N', 'Pid', 'Default', 'show', 'key', 'Rect', 'Image', 'Byte', 'Exception', 'w', 'Token', 'singleton', 'Intercept', 'Boolean', 'Observer', 'X', 'Empty', 'from', 'Package', 'Or', 'Y', 'Count', 'Controls', 'layout', 'Last', 'Left', 'Application', 'random', 'Uncaught', 'Set', 'Simple', 'Typed', 'Radius', 'SSID', 'From', 'Infinite', 'Resolver', 'cos', 'Has', 'Shared', 'to', 'Stream', 'has', 'Immediate', 'hide', 'Button', 'Item', 'Map', 'ceil', 'Files', 'Neutral', 'Block', 'Action', 'Pull', 'rotate', 'Of', 'Width', 'compress', 'request', 'clear', 'Id', 'elapsed', 'Friction', 'Hex', 'Background', 'equals', 'Message', 'Mac', 'boolean', 'Measure', 'digest', 'Click', 'Repeat', 'Label', 'Connection', 'Time', 'Location', 'Styled', 'start', 'Callbacks', 'Wide', 'Path', 'To', 'Operator', 'Progress', 'pop', 'long', 'Java', 'can', 'Delayed', 'Sync']"
AnimatedBaseSupport,"['Metrics', 'uptime', 'int', 'Millis', 'get', 'max', 'Value', 'Display', '<init>', 'append', 'to', 'String']"
Jiecaovideoplayer,"['Next', 'abs', 'Hide', 'Height', 'Preferences', 'Change', 'parse', 'Context', 'update', 'Async', 'register', 'Event', 'Intercept', 'Code', 'Audio', 'Looper', 'format', 'X', 'Empty', 'remove', 'from', 'Negative', 'Positive', 'Screen', 'String', 'Playing', 'Looping', 'Disallow', 'edit', 'Surface', 'Layout', 'Resource', 'Video', 'Flags', 'Listener', 'is', '<init>', 'Resources', 'dismiss', 'd', 'new', 'Error', 'Focus', 'Trace', 'Y', 'print', 'Count', 'handle', 'Showing', 'Current', 'Rotation', 'starts', 'apply', 'Max', 'Support', 'post', 'gc', 'Cancel', 'Tag', 'Buffering', 'abandon', 'Value', 'Thread', 'Visibility', 'Set', 'Parent', 'System', 'hash', 'Content', 'Child', 'value', 'set', 'Stack', 'On', 'Down', 'Method', 'release', 'Show', 'Update', 'Resolver', 'Orientation', 'Enabled', 'int', 'Bar', 'schedule', 'size', 'Volume', 'create', 'Type', 'Shared', 'to', 'Stream', 'has', 'Class', 'Runtime', 'hide', 'Drop', 'Button', 'run', 'Display', 'View', 'round', 'on', 'Int', 'Active', 'Spec', 'Animation', 'Action', 'Completion', 'Position', 'Constructor', 'prepare', 'Of', 'Width', 'add', 'By', 'request', 'Extra', 'clear', 'current', 'Millis', 'make', 'perform', 'Ui', 'As', 'iterator', 'append', 'Id', 'At', 'Info', 'next', 'cancel', 'Attributes', 'Background', 'get', 'Service', 'equals', 'Touch', 'Size', 'Message', 'Text', 'inflate', 'Base', 'Prepared', 'Measure', 'pause', 'Click', 'seek', 'Time', 'i', 'Requested', 'find', 'Declared', 'e', 'start', 'Network', 'Params', 'Metrics', 'Instance', 'Measured', 'Mode', 'To', 'measure', 'Dimension', 'Secondary', 'Color', 'With', 'Changed', 'Progress', 'Window', 'Complete', 'While', 'unregister', 'invoke', 'Default', 'put', 'show', 'key', 'Image', 'Receiver', 'Duration', 'Seek']"
Process Phoenix,"['Intent', 'Next', 'List', 'start', 'System', 'query', 'Extra', 'add', 'Array', 'Create', 'my', 'set', 'Activity', 'Manager', 'Component', 'iterator', 'append', 'as', 'String', 'next', 'size', 'Activities', 'With', 'get', 'Name', 'App', 'Flags', 'Service', 'equals', '<init>', 'Running', 'Processes', 'ends', 'to', 'Package', 'has', 'Runtime', 'Parcelable', 'exit', 'Pid', 'finish', 'put', 'Category', 'on']"
ZBar Scanner View,"['Next', 'post', 'e', 'add', 'Looper', 'height', 'Empty', 'Main', 'set', 'Preview', 'Callback', 'iterator', 'String', 'width', 'next', 'One', 'get', 'is', '<init>', 'Size', 'to', 'Shot', 'has', 'Library', 'Parameters', 'load']"
RxFirebase2 Common,['<init>']
RxTask,"['Looper', 'current', 'get', 'Main', 'Name', 'my', 'compare', 'And', 'Thread', '<init>', 'append', 'to', 'Set', 'String']"
Enroscar SDK Dependent Utils,"['Lights', 'Intent', 'Height', 'w', 'External', 'register', 'Cache', 'Event', 'Number', 'remove', 'Executor', 'Screen', 'String', 'Layout', 'Scroll', 'Listener', 'Once', '<init>', 'Package', 'd', 'new', 'commit', 'Count', 'Resume', 'apply', 'Cancel', 'Alert', 'Thread', 'Content', 'Auto', 'Full', 'set', 'On', 'All', 'execute', 'Bar', 'for', 'Sound', 'Latest', 'to', 'detect', 'View', 'on', 'Icon', 'Dir', 'Action', 'Log', 'Drawable', 'add', 'current', 'Millis', 'Notification', 'Large', 'Delete', 'Storage', 'append', 'Directory', 'Info', 'Ticker', 'Pause', 'Background', 'get', 'penalty', 'Text', 'Vm', 'Global', 'Public', 'Policy', 'Only', 'Vibrate', 'Time', 'Title', 'Defaults', 'Callbacks', 'Instance', 'Mode', 'build', 'Row', 'Component', 'Small', 'Progress', 'Bytes', 'Name', 'When', 'Ongoing', 'Over', 'Byte']"
AES Crypto,"['Field', 'do', 'w', 'Time', 'Char', 'write', 'Value', 'read', 'flush', 'close', 'hash', 'Simple', 'Code', 'value', 'Array', 'Of', 'Instance', 'current', 'format', 'decode', 'Millis', 'IV', 'insert', 'my', 'To', 'set', 'Method', 'append', 'At', 'String', 'next', 'int', 'for', 'Bytes', 'split', 'get', 'Name', 'Providers', 'Long', 'equals', 'Final', '<init>', 'Uid', 'init', 'to', 'invoke', 'generate', 'Class', 'Provider', 'arraycopy', 'Pid', 'Fully', 'nano', 'Key', 'Encoded', 'Secret', 'Byte', 'Int', 'encode']"
